ID	ROOT	ROOT_NTWS	ROOT_1	LEMMA	LEMMA_SEARCH	FORM	LEMMA_BW	FORM_BW	CAPHI++	ANALYSIS	GLOSS	GLOSS_MSA	EXAMPLE_USAGE	NOTES	SOURCE	ANNOTATOR
25682	ق.ر.ف		ق	اِنْقَرَف	انقرف	يِنْقِرِف	Ainoqaraf	yinoqirif	y i n Q i r i f	VERB:I	feel_disgusted	يشعُر بالاشمِئزاز				شهد دعباس
25683	ق.ر.ف		ق	اِسْتَقْرَف	استقرف	يِسْتَقْرِف	Aisotaqoraf	yisotaqorif	y i s t a Q r i f	VERB:I	consider_sth_as_disgusted					شهد دعباس
25684	ق.ر.ف		ق	قَرْيَف	قريف	يْقَرْيِف	qaroyaf	yoqaroyif	y q a r y i f	VERB:I	disgust_sb;make_sb_feel_disgusted	يجعل شخص يشعُر بالاشمِئزاز				شهد دعباس
25685	ق.ر.ف		ق	اِقْتَرَف	اقترف	يِقْتِرِف	Aiqotaraf	yiqotirif	y i q t i r i f	VERB:I	commit	يَقْتَرِف	يا الله عهالذنب العظيم اللي اِقْتَرَفه!			شهد دعباس
25686	ق.ر.ف		ق	قِرِف	قرف	قِرِف	qirif	qirif	Q i r i f	VERB:P	feel_disgusted_[auto]					شهد دعباس
25687	ق.ر.ف		ق	قَرَف	قرف	قَرَف	qaraf	qaraf	Q a r a f	VERB:P	disgust_sb;make_sb_feel_disgusted_[auto]					شهد دعباس
25688	ق.ر.ف		ق	قَرَّف	قرف	قَرَّف	qar~af	qar~af	Q a r r a f	VERB:P	disgust_sb;make_sb_feel_disgusted_(a_lot)_[auto]		واحنا قاعدين عالأكل طول الوقت وهو بيتدرَّع. قَرَّفني الله يقرفه			شهد دعباس
25689	ق.ر.ف		ق	اِنْقَرَف	انقرف	اِنْقَرَف	Ainoqaraf	Ainoqaraf	2 i n Q a r a f	VERB:P	feel_disgusted_[auto]		أظافرها طويلة. بصراحة اِنْقَرَفت أوكل من تحت ايدها			شهد دعباس
25690	ق.ر.ف		ق	اِسْتَقْرَف	استقرف	اِسْتَقْرَف	Aisotaqoraf	Aisotaqoraf	2 i s t a Q r a f	VERB:P	consider_sth_as_disgusted_[auto]		مرة جبت من عندهم قراص زعتر بس لقيت فيها شعر. اِسْتَقْرَفت أعاود أطلب من عندهم أخرى مرة			شهد دعباس
25691	ق.ر.ف		ق	قَرْيَف	قريف	قَرْيَف	qaroyaf	qaroyaf	q a r y a f	VERB:P	disgust_sb;make_sb_feel_disgusted_[auto]		يا باي! قَرْيَفني أقسم بالله! كيف بدي أوكل معهم هسعيات.			شهد دعباس
25692	ق.ر.ف		ق	اِقْتَرَف	اقترف	اِقْتَرَف	Aiqotaraf	Aiqotaraf	2 i q t a r a f	VERB:P	commit_[auto]					شهد دعباس
25693	ق.ر.ف.ش		ق	مْقَرْفِش	مقرفش	مْقَرْفِش	moqarofi$	moqarofi$	m q||k a r f i sh	ADJ:MS	be_wrinkly_in_water		إِيدي مْقَرْفِشات من الجلي#ضله جسمي مْقَرْفِش لحديت مادهنت زيت زيتون			شهد دعباس
25694	ق.ر.ف.ش		ق	قَرْفَشِة	قرفشة	قَرْفَشِة	qarofa$ip	qarofa$ip	q||k a r f a sh e	NOUN:FS	the_state_of_being_wrinkly_in_water		القَرْفَشِة مالهاش حل غير انك تدهني شوية زيت زيتون			شهد دعباس
25695	ق.ر.ف.ش		ق	قَرْفَش	قرفش	قَرْفِش	qarofa$	qarofi$	q||k a r f i sh	VERB:C	get_wrinkly_in_water					شهد دعباس
25696	ق.ر.ف.ش		ق	قَرْفَش	قرفش	يقَرْفِش	qarofa$	yqarofi$	y q||k a r f i sh	VERB:I	get_wrinkly_in_water					شهد دعباس
25697	ق.ر.ف.ش		ق	قَرْفَش	قرفش	قَرْفَش	qarofa$	qarofa$	q||k a r f a sh	VERB:P	get_wrinkly_in_water_[auto]		ضله طول اليوم بالمسبح عشان هيك قَرْفَش جلد			شهد دعباس
25698	ق.ر.ف.ص		ق	مْقَرْفِص	مقرفص	مْقَرْفِص	moqarofiS	moqarofiS	m q a r f i s.	NOUN_ACT:MS	squatting		بس شفته مْقَرْفِص هيك قلت أكيد قاعد بيعملها (يقضي حاجته)			شهد دعباس
25699	ق.ر.ف.ص		ق	قَرْفَصَة	قرفصة	قَرْفَصَة	qarofaSap	qarofaSap	q a r f a s. a	NOUN:FS	squat	قَرْفَصَة				شهد دعباس
25700	ق.ر.ف.ص		ق	قَرْفَص	قرفص	قَرْفِص	qarofaS	qarofiS	q a r f i s.	VERB:C	squat_[auto]					شهد دعباس
25701	ق.ر.ف.ص		ق	قَرْفَص	قرفص	يقَرْفِص	qarofaS	yqarofiS	y q a r f i s.	VERB:I	squat	يُقَرْفِص	سمعت من جارتنا انه مابصير الحامل تقَرْفِص عشان بتطرح بعدين			شهد دعباس
25702	ق.ر.ف.ص		ق	قَرْفَص	قرفص	قَرْفَص	qarofaS	qarofaS	q a r f a s.	VERB:P	squat_[auto]					شهد دعباس
25703	ق.ر.ق		ق	مْقَرِّق	مقرق	مْقَرِّق	moqar~iq	moqar~iq	m q a r r i q	ADJ:MS	having_hernia;getting_stuck		ابني مْقَرِّق قد ما مزَّع بحاله			شهد دعباس
25704	ق.ر.ق		ق	قَارِق	قارق	قَارِق	qaAriq	qaAriq	Q aa r i Q	NOUN_ACT:MS	bothering_sb;bothering_sb_with_complaints		كإِنه في شي قارقك!			شهد دعباس
25705	ق.ر.ق		ق	قْرُقِّة	قرقة	قْرُقِّة	qoruq~ip	qoruq~ip	k r u k k e	NOUN:FS	laying_hen	الدجاجة البياضة	في عنا خمس قْرُقّات بنستنى فيهم يجيبوا بيض عشان نعمل عجة			كرمل سرابطة
25706	ق.ر.ق		ق	قُرَّيقَة	قريقة	قُرَّيقَة	qur~ayqap	qur~ayqap	q u r r ee q a	NOUN:FS	hernia		شوف مكان القُرِّيقَة كيف متورم			شهد دعباس
25707	ق.ر.ق		ق	قَرَق	قرق	اُقْرُق	qaraq	Auqoruq	2 u Q r u Q	VERB:C	bother_sb;bother_sb_with_complaints;cluck_(chicken_[auto]					شهد دعباس
25708	ق.ر.ق		ق	قَارَق	قارق	قَارِق	qaAraq	qaAriq	Q aa r i Q	VERB:C	bother_sb;bother_sb_with_complaints_[auto]					شهد دعباس
25709	ق.ر.ق		ق	قَرَق	قرق	يُقْرُق	qaraq	yuqoruq	y u Q r u Q	VERB:I	bother_sb;bother_sb_with_complaints;cluck_(chicken		اسمع ولا! مش فاضيلك! تضلكاش تُقْرُق فوق راسي!#مالها جاجتكم بتُقْرُق والله مانيمتش حدا امبارح			شهد دعباس
25710	ق.ر.ق		ق	قَارَق	قارق	يقَارِق	qaAraq	yqaAriq	y Q aa r i Q	VERB:I	bother_sb;bother_sb_with_complaints		فِش وقت كل واحد فينا يقارِق الثاني			شهد دعباس
25711	ق.ر.ق		ق	قَرَّق	قرق	قَرِّق	qar~aq	qar~iq	q a r r i q	VERB:C	have_hernia;get_stuck					شهد دعباس
25712	ق.ر.ق		ق	قَرَّق	قرق	يقَرِّق	qar~aq	yqar~iq	y q a r r i q	VERB:I	have_hernia;get_stuck		الله يستر ما يقَرِّق من ورا الأشياء اللي بيحملها			شهد دعباس
25713	ق.ر.ق		ق	قَرَق	قرق	قَرَق	qaraq	qaraq	Q a r a Q	VERB:P	bother_sb;bother_sb_with_complaints;cluck_(chicken_[auto]					شهد دعباس
25714	ق.ر.ق		ق	قَارَق	قارق	قَارَق	qaAraq	qaAraq	Q aa r a Q	VERB:P	bother_sb;bother_sb_with_complaints_[auto]					شهد دعباس
25715	ق.ر.ق		ق	قَرَّق	قرق	قَرَّق	qar~aq	qar~aq	q a r r a q	VERB:P	have_hernia;get_stuck_[auto]		قَرَّقت السيارة مش راضية تتحرك			شهد دعباس
25716	NTWS	ق.ر.ق.ب.ش	ق	قُرْقَبَّاش	قرقباش	قُرْقَبَّاش	quroqab~aA$	quroqab~aA$	qIIk u r q a b b aa sh	NOUN:FS	Barren_wasteland_which_is_dry_and_bare,_and_has_very_few_plants_and_no_trees;the_land_plot_land_that_is_not_suitable_for_cultivation					شهد دعباس
25717	ق.ر.ق.د		ق	مْقَرْقِد	مقرقد	مْقَرْقِد	moqaroqid	moqaroqid	m Q a r Q i d	ADJ:MS	crusty	يابس	فتحت عالخبز لقيته مكركد صرله أيام برا الثلاجة			كرمل سرابطة
25718	ق.ر.ق.د		ق	مْقَرْقِد	مقرقد	مْقَرْقِد	moqaroqid	moqaroqid	m Q a r Q i d	ADJ:MS	skinny	نحيل جدا	شو بدي أوخذ واحد مْقَرْقِد تنفخي عليه بطير#البنت أذا كانت مْقََرْقِدِة بتكونش حلوة ومرغوبة#البنت أذا كانت مْقَرْقِدِة بتكونش حلوة ومرغوبة			شهد دعباس
25719	ق.ر.ق.د		ق	قَرْقَدِة	قرقدة	قَرْقَدِة	qaroqadip	qaroqadip	Q a r Q a d e	NOUN:FS	the_state_of_being_very_skinny;drought;gnawing_on_sth;chewing_on_sth_(a_bone)					شهد دعباس
25720	ق.ر.ق.د		ق	قَرْقَد	قرقد	قَرْقِد	qaroqad	qaroqid	Q a r Q i d	VERB:C	dry_up_and_become_crusty;lose_a_lot_of_weight_and_become_too_skinny;gnaw_on_sth;chew_on_sth_(a_bone)_[auto]		امسك قَرْقِد هالعظمة عليها شوية لحمة من هون			شهد دعباس
25721	ق.ر.ق.د		ق	قَرْقَد	قرقد	يقَرْقِد	qaroqad	yqaroqid	y Q a r Q i d	VERB:I	dry_up_and_become_crusty;lose_a_lot_of_weight_and_become_too_skinny;gnaw_on_sth;chew_on_sth_(a_bone)		بس أرجع على عمان رح أقَرْقِد من الضعف#			شهد دعباس
25722	ق.ر.ق.د		ق	قَرْقَد	قرقد	قَرْقَد	qaroqad	qaroqad	Q a r Q a d	VERB:P	dry_up_and_become_crusty;lose_a_lot_of_weight_and_become_too_skinny;gnaw_on_sth;chew_on_sth_(a_bone)_[auto]		قَرْقَدَت اللحمة وهي برة من أمبارح باللي وأنا مطلعتها			شهد دعباس
25723	ق.ر.ق.ر		ق	قَرْقَرة	قرقرة	قَرْقَرة	qaroqarp	qaroqarp	g a r g a r a	NOUN:FS	speaking_a_lot_for_long_hours		ماشبعتنش قَرْقَرة أنت واياها			شهد دعباس
25724	ق.ر.ق.ر		ق	قَرْقَرة	قرقرة	قَرْقَرة	qaroqarp	qaroqarp	k a r k a r a	NOUN:FS	tickling					شهد دعباس
25725	ق.ر.ق.ر		ق	قَرْقَر	قرقر	قَرْقَر	qaroqar	qaroqar	q a r q a r	NOUN:MS	the_leftovers;the_few_remaining_people_or_things					شهد دعباس
25726	ق.ر.ق.ر		ق	قَرْقَر	قرقر	قرَاقِر	qaroqar	qraAqir	q a r aa q i r	NOUN:P	the_leftovers;the_few_remaining_people_or_things_[auto]		لا بنغرِّب ولا بنوخِذ غرايب، قراقِرنا ولا قمح الصلايب			شهد دعباس
25727	ق.ر.ق.ر		ق	قَرْقَر	قرقر	قَرْقِر	qaroqar	qaroqir	g a r g i r	VERB:C	speak_a_lot_for_long_hours;be_talkative					شهد دعباس
25728	ق.ر.ق.ر		ق	قَرْقَر	قرقر	قَرْقِر	qaroqar	qaroqir	k a r k i r	VERB:C	tickle		تعال قَرْقِرني والله جاي عبالي أضحك			شهد دعباس
25729	ق.ر.ق.ر		ق	قَرْقَر	قرقر	يقَرْقِر	qaroqar	yqaroqir	y g a r g i r	VERB:I	speak_a_lot_for_long_hours;be_talkative		ضلِّين يقَرْقِرن طول الليل			شهد دعباس
25730	ق.ر.ق.ر		ق	قَرْقَر	قرقر	يقَرْقِر	qaroqar	yqaroqir	y k a r k i r	VERB:I	tickle	يُدَغْدِغ				شهد دعباس
25731	ق.ر.ق.ر		ق	قَرْقَر	قرقر	قَرْقَر	qaroqar	qaroqar	g a r g a r	VERB:P	speak_a_lot_for_long_hours;be_talkative					شهد دعباس
25732	ق.ر.ق.ر		ق	قَرْقَر	قرقر	قَرْقَر	qaroqar	qaroqar	k a r k a r	VERB:P	tickle					شهد دعباس
25733	ق.ر.ق.ش		ق	مْقَرْقِش	مقرقش	مْقَرْقِش	moqaroqi$	moqaroqi$	m Q a r Q i sh	ADJ:MS	crunchy	مُقَرْمِش				شهد دعباس
25734	ق.ر.ق.ش		ق	قَرْقُوشِة	قرقوشة	قَرْقُوشِة	qaroquw$ip	qaroquw$ip	Q a r Q uu sh e	NOUN:FS	dried_biscuit_(with_sesame)_dipped_with_syrub			dessert		شهد دعباس
25735	ق.ر.ق.ش		ق	قَرْقُوشِة	قرقوشة	قَرَاقِيش	qaroquw$ip	qaraAqiy$	Q a r aa Q ii sh	NOUN:P	dried_biscuit_(with_sesame)_dipped_with_syrub_[auto]					شهد دعباس
25736	ق.ر.ق.ش		ق	قَرْقَش	قرقش	قَرْقِش	qaroqa$	qaroqi$	Q a r Q i sh	VERB:C	gnaw_on_sth;chew_on_sth_(bone);be_crunchy_[auto]		خذ قَرْقِش هاي العظمة زي الكلب. ما أنت أصلاً كلب!			شهد دعباس
25737	ق.ر.ق.ش		ق	قَرْقَش	قرقش	يقَرْقِش	qaroqa$	yqaroqi$	y Q a r Q i sh	VERB:I	gnaw_on_sth;chew_on_sth_(bone);be_crunchy		خليها فترة أطول عالنار لحديت ما تقَرْقِش			شهد دعباس
25738	ق.ر.ق.ش		ق	قَرْقَش	قرقش	قَرْقَش	qaroqa$	qaroqa$	Q a r Q a sh	VERB:P	gnaw_on_sth;chew_on_sth_(bone);be_crunchy_[auto]					شهد دعباس
25739	ق.ر.ق.ض		ق	قَرْقَضَة	قرقضة	قَرْقَضَة	qaroqaDap	qaroqaDap	Q a r Q a D. a	NOUN:FS	gnawing_on_sth					شهد دعباس
25740	ق.ر.ق.ض		ق	قَرْقَض	قرقض	قَرْقِض	qaroqaD	qaroqiD	Q a r Q i D.	VERB:C	gnaw_on_sth_[auto]					شهد دعباس
25741	ق.ر.ق.ض		ق	قَرْقَض	قرقض	يقَرْقِض	qaroqaD	yqaroqiD	y Q a r Q i D.	VERB:I	gnaw_on_sth		في جردون كبير الله لا يوفقه باقي يقَرْقِض بالكعكات			شهد دعباس
25742	ق.ر.ق.ض		ق	قَرْقَض	قرقض	قَرْقَض	qaroqaD	qaroqaD	Q a r Q a D.	VERB:P	gnaw_on_sth_[auto]		كنت مخبية كيش كعك كبير فوق الخزانة. مش مخلية الولاد يوكلوا منه عشان نوكله كلنا بس تيجي أختي من الكويت. الله لايوفقه الفار ابن الحرام قَرْقَض كل الكعكات ما خلى ولا وحدة سليمة.			شهد دعباس
25743	ق.ر.ق.ط		ق	مْقَرْقِط	مقرقط	مْقَرْقِط	moqaroqiT	moqaroqiT	m Q a r Q i t.	ADJ:MS	dried_and_crusty		الخبز مقَرْقِط بيتّاكلش			كرمل سرابطة
25744	ق.ر.ق.ط		ق	قَرْقَطَة	قرقطة	قَرْقَطَة	qaroqaTap	qaroqaTap	Q a r Q a t. a	NOUN:FS	getting_stuck;gnawing_on_sth;chewing_on_sth_(bone);holding_on_tight					كرمل سرابطة
25745	ق.ر.ق.ط		ق	قَرْقَط	قرقط	إِذَا حظك عظَام قَرْقِطُه	qaroqaT	<i*aA HZk EZaAm qaroqiTuh	2 i dh a # 7 a Z. Z. a k # 3 D. aa m # Q a r i Q t. o	VERB:PHRASE	It_is_a_proverb_that_means_that_the_person_shoulb_be_content_with_everything_in_his_life					شهد دعباس
25746	ق.ر.ق.ط		ق	قَرْقَط	قرقط	قَرْقِط	qaroqaT	qaroqiT	Q a r Q i t.	VERB:C	get_stuck;gnaw_on_sth;chew_on_sth_(bone);hold_on_tight_[auto]		قَرقِط بالخبزة مثل الفيران			كرمل سرابطة
25747	ق.ر.ق.ط		ق	قَرْقَط	قرقط	يقَرْقِط	qaroqaT	yqaroqiT	y Q a r Q i t.	VERB:I	get_stuck;gnaw_on_sth;chew_on_sth_(bone);hold_on_tight					كرمل سرابطة
25748	ق.ر.ق.ط		ق	قَرْقَط	قرقط	قَرْقَط	qaroqaT	qaroqaT	Q a r Q a t.	VERB:P	get_stuck;gnaw_on_sth;chew_on_sth_(bone);hold_on_tight_[auto]		لما شاف الكلب قرقط فيي وما رضي يبعد ايده عني حتى لما رفسته#قَرقَط قميصه بالباب			شهد دعباس
25749	ق.ر.ق.ع		ق	قُرْقَعَة	قرقعة	قُرْقَعَة	quroqaEap	quroqaEap	q u r q a 3 a , k u r k a 3 a	NOUN:FS	turtle;old_car_(Beetle)	سلحَفاة#سيارة قديمة				شهد دعباس
25750	ق.ر.ق.ع		ق	قَرْقُوعَة	قرقوعة	قَرْقُوعَة	qaroquwEap	qaroquwEap	q a r q uu 3 a , k a r k uu 3 a	NOUN:FS	old_car_(Beetle)	سيارة قديمة	إِجى يوصلني بالقَرْقُوعَة تبعته			شهد دعباس
25751	ق.ر.ق.ع		ق	قُرْقَاع	قرقاع	قُرْقَاع	quroqaAE	quroqaAE	q u r q aa 3	NOUN:MS	the_bell_that_is_worn_by_the_sheep_in_order_to_help_the_shepherd_know_where_his_flock_is,_even_when_he_can't_see_them		ميزتها من قُرْقاعها وين بقت شاردة؟			شهد دعباس
25752	ق.ر.ق.ع		ق	قُرْقَعَة	قرقعة	قَرَاقِع	quroqaEap	qaraAqiE	q a r aa q i 3 , k a r aa k i 3	NOUN:P	turtle;old_car_(Beetle)_[auto]					شهد دعباس
25753	ق.ر.ق.ع		ق	قَرْقُوعَة	قرقوعة	قَرَاقِيع	qaroquwEap	qaraAqiyE	q a r aa q ii 3 , k a r aa k ii 3	NOUN:P	old_car_(Beetle)_[auto]					شهد دعباس
25754	ق.ر.ق.ع		ق	قُرْقَاع	قرقاع	قَرَاقِع	quroqaAE	qaraAqiE	q a r aa q i 3	NOUN:P	the_bell_that_is_worn_by_the_sheep_in_order_to_help_the_shepherd_know_where_his_flock_is,_even_when_he_can't_see_them_[auto]					شهد دعباس
25755	ق.ر.ق.ع		ق	قُرْقَيع	قرقيع	قُرْقَيع	quroqayE	quroqayE	q u r q ee 3 , k u r k ee 3	NOUN:MS	the_dry_olives_that_fell_off_the_tree_before_they_became_ripe_and_mature._They_are_usually_inedible.					شهد دعباس
25756	ق.ر.ق.ع		ق	قَرْقَع	قرقع	بيقرقعن عظَامه بقبره	qaroqaE	byqrqEn EZaAmh bqbrh	b i q a r q i 3 i n # 3 dh. aa  m o # b q a b r o	VERB:PHRASE	to_speak_ill_of_dead_people_because_of_their_ill-behaved_children	التكلم بالسوء عن الميت بسبب أولاده	هسعيات بتلاقي أبوهم بِقَرْقِعِن عْظامُه بْقَبْرُه بسبب همالة وسقاطة ولاده			شهد دعباس
25757	ق.ر.ق.ع		ق	تقَرْقَع	تقرقع	اِتْقَرْقَع	tqaroqaE	AitoqaroqaE	2 i t Q a r Q a 3	VERB:C	be_bothered					شهد دعباس
25758	ق.ر.ق.ع		ق	قَرْقَع	قرقع	قَرْقِع	qaroqaE	qaroqiE	Q a r Q i 3	VERB:C	get_lost;bother_sb;make_noise_(especially_with_high_heals)		قرقع من وجهي بلاش أضربك			شهد دعباس
25759	ق.ر.ق.ع		ق	قَرْقَع	قرقع	قَرْقِع	qaroqaE	qaroqiE	q a r q i 3 , K a r K i 3	VERB:C	tumble_down;trip_up					شهد دعباس
25760	ق.ر.ق.ع		ق	تقَرْقَع	تقرقع	اِتقَرْقَع	tqaroqaE	AitqaroqaE	2 i t q a r q a 3 , 2 i t K a r K a 3	VERB:C	tumble_down;trip_up					شهد دعباس
25761	ق.ر.ق.ع		ق	قَرْقَع	قرقع	يقَرْقِع	qaroqaE	yqaroqiE	y Q a r Q i 3	VERB:I	bother_sb;make_noise_(especially_with_high_heals)	يزعِج شخص	قرقعت راسي وانت تحكي خلص اسكت			كرمل سرابطة
25762	ق.ر.ق.ع		ق	تقَرْقَع	تقرقع	يِتقَرْقَع	tqaroqaE	yitqaroqaE	y i t Q a r Q a 3	VERB:I	be_bothered;tumble_down	يُزْعِج#يَتعثَّر	بدوش يتقَرْقَع عساعة هالصبح			شهد دعباس
25763	ق.ر.ق.ع		ق	قَرْقَع	قرقع	يقَرْقِع	qaroqaE	yqaroqiE	y q a r q i 3 , y K a r K i 3	VERB:I	tumble_down;trip_up	يزعِج شخص				شهد دعباس
25764	ق.ر.ق.ع		ق	تقَرْقَع	تقرقع	يِتقَرْقَع	tqaroqaE	yitqaroqaE	y i t q a r q a 3 , y i t K a r K a 3	VERB:I	be_bothered	يُزْعِج#يَتعثَّر				شهد دعباس
25765	ق.ر.ق.ع		ق	قَرْقَع	قرقع	قَرْقَع	qaroqaE	qaroqaE	Q a r Q a 3	VERB:P	bother_sb;make_noise_(especially_with_high_heals)		قَرْقَعْت بهالكعب تقالت بس			كرمل سرابطة
25766	ق.ر.ق.ع		ق	تقَرْقَع	تقرقع	تقَرْقَع	tqaroqaE	tqaroqaE	t Q a r q a 3	VERB:P	be_bothered		تْقَرْقَع من عالدَّرج			كرمل سرابطة
25767	ق.ر.ق.ع		ق	قَرْقَع	قرقع	قَرْقَع	qaroqaE	qaroqaE	q a r q a 3 , K a r K a 3	VERB:P	tumble_down;trip_up					شهد دعباس
25768	ق.ر.ق.ع		ق	تقَرْقَع	تقرقع	تقَرْقَع	tqaroqaE	tqaroqaE	t q a r q a 3 , t K a r K a 3	VERB:P	tumble_down;trip_up					شهد دعباس
25769	ق.ر.ق.م		ق	قَرْقُوم	قرقوم	قَرْقُوم	qaroquwm	qaroquwm	q a r q uu m , k a r k uu m	NOUN:MS	a_teapot_with_a_broken_part	ابريق مكسورة منه أجزء	مش حلوة  بحقك تقدم الشاي  للضيوف جوه قَرْقوم#لأبحَش على قَراقِيم أَهلك			شهد دعباس
25770	ق.ر.ق.م		ق	قَرْقُوم	قرقوم	قَرْقُوم	qaroquwm	qaroquwm	q a r q uu m	NOUN:MS	relatives_[auto]		كل المعازيم قَراقِيم العروسة			شهد دعباس
25771	ق.ر.ق.م		ق	قَرْقُوم	قرقوم	قَرَاقِيم	qaroquwm	qaraAqiym	q a r a q ii m	NOUN:P	relatives	أقارِب				شهد دعباس
25772	ق.ر.ق.م		ق	قَرْقُوم	قرقوم	قَرَاقِيم	qaroquwm	qaraAqiym	q a r a q ii m , k a r a k ii m	NOUN:P	a_teapot_with_a_broken_part;family_members_and_relatives		لأبحَش على قَراقِيم أَهلك#بهية هاي قراقيمها كثار			شهد دعباس
25773	ق.ر.ق.م		ق	قَرْقُوم	قرقوم	القَرْقُوم مَابينكسر وَاللَاش مَابيموت	qaroquwm	Alqaroquwm maAbynksr waAllaA$ maAbymwt	2 i l k a r k uu m # m aa # b y i n k i s i r # w i l l aa sh # m aa # b i m uu t	NOUN:PHRASE	it_is_an_expression_that_means_that_sb_or_sth_is_worthless,_or_life_is_meaningless					شهد دعباس
25774	ق.ر.م		ق	قُرْمِيِّة	قرمية	بِدِّي أَجِيب قُرْمِيتُه	quromiy~ip	bid~iy >ajiyb quromiytuh	b i d d i # 2 a J ii b # q u r m ii t o	NOUN:FS	unearth_sb's_secrets_or_the_secrets_of_his_family	يبحث علن أسرار شخص ما	بدي أجيب قرميته			شهد دعباس
25775	ق.ر.م		ق	قُرْمِيِّة	قرمية	قُرْمِيِّة	quromiy~ip	quromiy~ip	q u r m i y y e	NOUN:FS	the_tree_trunk_and_the_roots	جذع الشجرة مع الجذور	اقلع قُرْمِيِّة الشجرة وريح راسك#علق المنشار  بنص القُرْمِيِّة			شهد دعباس
25776	ق.ر.م		ق	قُرْمِيِّة	قرمية	بِدِّي أَجِيب قُرْمِيتُه	quromiy~ip	bid~iy >ajiyb quromiytuh	b i d d i # 2 a J ii b # q u r m ii t o	NOUN:FS	unearth_sb's_secrets_or_the_secrets_of_his_family	يبحث علن أسرار شخص ما	بدي أجيب قرميته			شهد دعباس
25777	ق.ر.م		ق	قُرْمِيِّة	قرمية	قُرْمِيِّة	quromiy~ip	quromiy~ip	q||k||g u r m i y y e	NOUN:FS	tree_trunk	جذع شجرة	اقطع قرمية هاي الشجرة عشان نعملها حطب		الشمال	عمر سعدي
25778	ق.ر.م		ق	قَارْمَا	قارما	قَارْمَا	qaAromaA	qaAromaA	q||2 aa r m a	NOUN:MS	sign	لوحة	استناني عند القارْما الصفرا. مش رح أتأخر#خليه يحت الكتابة عالقارما			شهد دعباس
25779	ق.ر.م		ق	تَقْرِيم	تقريم	تَقْرِيم	taqoriym	taqoriym	t a Q r ii m	NOUN:MS	trimming_off_the_tough_ends_of_sth(e.g._green_beans)		اليوم مش رح أقدر أطلع معكم عشان عندي تَقْريم فاصوليا أكثر من 20 كيلو			شهد دعباس
25780	ق.ر.م		ق	قُرْمِيِّة	قرمية	قَرَامِي	quromiy~ip	qaraAmiy	q||k||g a r aa m i	NOUN:P	tree_trunk_[auto]					شهد دعباس
25781	ق.ر.م		ق	قُرْمِيِّة	قرمية	قحف عقرميته	quromiy~ip	qHf Eqrmyth	k a 7 a f # 3 a k u r m i y t o	NOUN:PHRASE	unearth_sb's_secrets_or_the_secrets_of_his_family	يبحث علن أسرار شخص ما				شهد دعباس
25782	ق.ر.م		ق	تْقَرَّم	تقرم	اِتْقَرَّم	toqar~am	Aitoqar~am	2 i t Q a r r a m	VERB:C	be_trimmed_off_(the_tough_ends_of_green_beans)					شهد دعباس
25783	ق.ر.م		ق	تْقَرَّم	تقرم	يِتْقَرَّم	toqar~am	yitoqar~am	y i t Q a r r a m	VERB:I	be_trimmed_off_(the_tough_ends_of_green_beans)					شهد دعباس
25784	ق.ر.م		ق	تْقَرَّم	تقرم	تْقَرَّم	toqar~am	toqar~am	t Q a r r a m	VERB:P	be_trimmed_off_(the_tough_ends_of_green_beans)		هيها تْقَرَّمت الفاصوليا			شهد دعباس
25785	ق.ر.م		ق	اِنْقَرَم	انقرم	اِنْقِرِم	Ainoqaram	Ainoqirim	2 i n Q i r i m	VERB:C	be_ripped;have_a_hole					شهد دعباس
25786	ق.ر.م		ق	اِنْقَرَم	انقرم	يِنْقِرِم	Ainoqaram	yinoqirim	y i n Q i r i m	VERB:I	be_ripped;have_a_hole					شهد دعباس
25787	ق.ر.م		ق	اِنْقَرَم	انقرم	اِنْقَرَم	Ainoqaram	Ainoqaram	2 i n Q a r a m	VERB:P	be_ripped;have_a_hole		شوف كيف اِنْقَرَم القمقم			شهد دعباس
25788	ق.ر.م		ق	قَرَم	قرم	اُقْرُم	qaram	Auqorum	2 u Q r u m	VERB:C	rip;make_a_hole_[auto]		#			كرمل سرابطة
25789	ق.ر.م		ق	قَرَم	قرم	اِقْرُم	qaram	Aiqorum	2 i Q r u m	VERB:C	rip;make_a_hole_[auto]					شهد دعباس
25790	ق.ر.م		ق	قَرَّم	قرم	قَرِّم	qar~am	qar~im	Q a r r i m	VERB:C	trim_off_the_tough_ends_of_sth(e.g._green_beans)_[auto]					شهد دعباس
25791	ق.ر.م		ق	قَرَم	قرم	يُقْرُم	qaram	yuqorum	y u Q r u m	VERB:I	rip;make_a_hole	يُمَزِّق	الفار قرم بلوزتي			كرمل سرابطة
25792	ق.ر.م		ق	قَرَم	قرم	يِقْرُم	qaram	yiqorum	y i Q r u m	VERB:I	rip;make_a_hole	يُمَزِّق	أعطيته القميص يودي للكوَّى صار يِقْرُم فيه			شهد دعباس
25793	ق.ر.م		ق	قَرَّم	قرم	يقَرِّم	qar~am	yqar~im	y Q a r r i m	VERB:I	trim_off_the_tough_ends_of_sth(e.g._green_beans)					شهد دعباس
25794	ق.ر.م		ق	قَرَّم	قرم	قَرَّم	qar~am	qar~am	Q a r r a m	VERB:P	trim_off_the_tough_ends_of_sth(e.g._green_beans)_[auto]		جبنا 3 سحّارات فاصوليا خضرا قرَّمْناهم بنص ساعة			شهد دعباس
